,Ambient temperature / degC,Battery storage profile / kWh,Collector system input temperature / degC,Collector system output temperature / degC,Dumped electricity / kWh,Electricity demand / kWh,Electricity demand met through the grid / kWh,Electricity demand met through solar collectors / kWh,Electricity demand met through storage / kWh,Hot-water demand temperature / degC,Hot-water demand volume / kg/s,PV-T collector output temperature / degC,Renewable heating fraction,Solar-thermal collector output temperature / degC,Tank temperature / degC,Undegraded PV electric efficiencies,Degraded PV electric efficiencies,Undegraded PV electric output power / kW,Degraded PV electric output power / kW,Undegraded Total PV electric power produced / kW,Degraded Total PV electric power produced / kW,Undegraded PV-T electric efficiencies,Degraded PV-T electric efficiencies,Undegraded PV-T electric output power / kW,Degraded PV-T electric output power / kW,Undegraded Total PV-T electric power produced / kW,Degraded Total PV-T electric power produced / kW,PV-T output temperature / degC,PV-T reduced temperature / degC/W/m^2,PV-T thermal efficiency,Solar-thermal output temperature / degC,Solar-thermal reduced temperature / degC/W/m^2,Solar-thermal thermal efficiency,Solar irradiance / W/m^2
9,23.120000000000005,15.402903520276746,32.72035725335337,32.64377711020768,20.463858271847418,478.21393402205643,0.0,478.21393402205643,0.0,80.0,4.3,32.39121135263957,0.168782652133498,32.64377711020768,32.72035725335337,0.1705996224,0.14904400652220387,0.018391637484000002,0.016067815969089187,551.74912452,482.03447907267554,0.17317627154214474,0.15129509070483363,0.02258636928082394,0.01973253470931497,26.764847597776367,23.38305363053824,32.39121135263957,0.14183123975174,-0.14815081371540528,32.64377711020768,0.14167788679969234,0.2081788219720635,66.33
10,22.19999999999999,15.402903520276746,33.564693994248955,33.023423632704635,7.593837323276943,477.6736268012306,0.0,477.6736268012306,0.0,80.0,4.3,32.90466556903664,0.19662100336070873,33.023423632704635,33.564693994248955,0.171284544,0.1496423868584642,0.017663718600000006,0.015431871144779124,529.9115580000002,462.9561343433738,0.17274450476487663,0.1509178785547602,0.0215518179189101,0.018828701056206952,25.53890423390847,22.31201075160524,32.90466556903664,0.1733878562731222,-0.3368593805132709,33.023423632704635,0.1696460930003254,0.10233013712364127,63.45
11,21.29000000000002,15.402903520276746,33.72787417747372,32.98419203196801,13.45999323517259,481.001369681477,0.0,481.001369681477,0.0,80.0,4.3,32.91528209984722,0.21185273679907524,32.98419203196801,33.72787417747372,0.17196202079999998,0.15023426306063473,0.018001892931,0.015727316448151642,540.05678793,471.8194934445493,0.17269080001591045,0.15087095951213522,0.0218710957874083,0.01910763750427989,25.917248508078835,22.64255044257167,32.91528209984722,0.18623301334657408,-0.41367341981251315,32.98419203196801,0.18102370852208607,0.05849255574152343,64.41
12,20.370000000000005,9.000528153614752,33.28058062612098,32.20676887292808,0.0,488.0531020617579,44.847364643831284,437.1234808195977,6.082256598328895,80.0,4.3,32.25514719255642,0.216511498006389,32.20676887292808,33.28058062612098,0.1726469424,0.15083264339689506,0.015915762456,0.013904772882415895,477.47287368,417.1431864724768,0.1730464986564402,0.15118171489220725,0.019299545456896914,0.01686100788786572,22.869961366422842,19.98029434712088,32.25514719255642,0.21791578138948603,-0.6031363727091266,32.20676887292808,0.20911421073240916,-0.046632278063402754,56.72
13,19.5,15.402903520276746,33.58771286909712,32.945085030323696,120.0349015749049,490.3001652039674,0.0,490.3001652039674,0.0,80.0,4.3,32.79022310805112,0.2328547581668945,32.945085030323696,33.58771286909712,0.17329464,0.15139850306270647,0.02247325245,0.019633710424513423,674.1975735000001,589.0113127354027,0.17277879459794912,0.15094783579635432,0.027107342737863065,0.02368227379981398,32.12220114436773,28.063494452779562,32.79022310805112,0.1710483582538306,-0.32286918235790707,32.945085030323696,0.1675354564379927,0.10611291750605757,79.79
14,18.620000000000005,9.000528153614752,32.09734481153606,30.358985184223343,0.0,503.7759487348116,199.1676252380286,298.52606689845413,6.082256598328895,80.0,4.3,30.654252561138264,0.21957225173568032,30.358985184223343,32.09734481153606,0.17394978239999997,0.15197086686260763,0.010870576310000001,0.00949705646269798,326.11728930000004,284.91169388093937,0.1739395964350146,0.15196196791540978,0.01315051752260792,0.011488922377649593,15.583363264290384,13.614373017514767,30.654252561138264,0.33072717803109253,-1.2777485246259335,30.358985184223343,0.30914483413994276,-0.41984713737547763,38.45
15,17.75,9.000528153614752,30.60189726169915,28.512904909967347,0.0,517.5007660387093,345.18266002780365,172.3181060109057,0.0,80.0,4.3,28.964414008696224,0.20645618091082973,28.512904909967347,30.60189726169915,0.17459748,0.15253672652841907,0.006274209975,0.0054814505406289606,188.22629925,164.4435162188688,0.1749590265226695,0.15285259089860206,0.007606294532279089,0.006645223453195685,9.013459020750721,7.874589792036888,28.964414008696224,0.5425413420166842,-2.5443972252597717,28.512904909967347,0.4969995232624042,-1.1164771486218918,22.11
16,18.29000000000002,9.000528153614752,30.411521841121044,28.793854972391273,0.0,515.9805926237719,261.7637383943969,254.21685422937506,0.0,80.0,4.3,29.07953463336537,0.19642718912852095,28.793854972391273,30.411521841121044,0.17419546079999998,0.1521855032875706,0.009255163378999998,0.008085754303660979,277.65490136999995,242.57262910982936,0.1749817796560365,0.15287246912640964,0.01124749456143001,0.009826350311852899,13.328281055294562,11.644225119545686,29.07953463336537,0.34934480530242407,-1.3890819357084963,28.793854972391273,0.32568659537712763,-0.4777893619079263,32.69
17,18.839999999999975,9.000528153614752,29.390028186643065,27.13861341816329,0.0,519.565491420893,519.565491420893,0.0,0.0,80.0,4.3,27.71985192546805,0.17249882581169204,27.13861341816329,29.390028186643065,0.17378599679999998,0.15182777591263236,,,0.0,0.0,,,0.0,0.0,0.0,0.0,27.71985192546805,,,27.13861341816329,,,0.0
18,19.379999999999995,9.000528153614752,25.536888370675797,24.197151933943132,0.0,30.0,30.0,0.0,0.0,,0.0,24.53137436309885,,24.197151933943132,25.536888370675797,0.17338397760000002,0.15147655267178392,,,0.0,0.0,,,0.0,0.0,0.0,0.0,24.53137436309885,,,24.197151933943132,,,0.0
